AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
3505,522144,2013,Sonoma,2013-11-22,2013-11-27,Unknown,6,38.8167,-122.8498,"The Geysers area, 10 miles northeast of Geyserville",TRUE,McCabe Fire,188,,1,,,
82,522226,2013,Mendocino,2013-11-22,2013-11-22,Unknown,,39.0442,-123.1478,"Off Hwy 101 at Henry Station Rd, north of Hopland",FALSE,Retek Fire,,,Unknown,,,
50,522276,2013,Lake,2013-11-23,2013-11-24,Unknown,,39.0448,-122.7656,"Off Bruner Drive & Al Drive, Clearlake Oaks",FALSE,Bruner Fire,,,Unknown,,,
23,522299,2013,Lake,2013-11-23,2013-11-24,Unknown,,38.9289,-122.5818,"Off Dam Rd, southeast of Clear Lake",FALSE,Dam Fire,,,Unknown,,,
44,522343,2013,Ventura,2013-12-10,2013-12-11,Unknown,,0,0, off Happy Camp Canyon Rd near Moorpark,FALSE,Happy Camp Fire,,,Unknown,,,
917,523260,2013,Monterey,2013-12-16,2013-12-20,Unknown,,0,0,Pfeiffer Ridge Road and Highway 1 near Big Sur,FALSE,Pfeiffer Fire,,,Unknown,,,
15,523275,2013,Mendocino,2013-12-30,2013-12-30,Unknown,,0,0,off Refuse Road near Covelo,FALSE,Refuse Fire,,,Unknown,,,
40,523315,2013,Santa Clara,2013-12-31,2013-12-31,Unknown,,37.342186,-121.717706,off Mount Hamilton Road near Grant Ranch County Park,FALSE,Grant Fire,,,Unknown,,,
0,523315,2013,,2013-12-31T59:59:59Z,2013-12-31T59:59:59Z,0,,,,,,,,,Unknown,,,
0,0,2014,,2014-01-01,2014-01-01,0,,,,,,,,,Unknown,,,
60,60,2014,Butte,2014-01-01,2014-01-02,Unknown,,0,0,off Palermo Honcut Highway and Ahart Road near the community of Honcut,FALSE,Honcut Fire,,,Unknown,,,
865,925,2014,Tehama,2014-01-02,2014-01-10,Unknown,,40.134597,-121.790183,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",FALSE,Campbell Fire,,,Unknown,,,
18,943,2014,Humboldt,2014-01-03,2014-01-04,Unknown,,0,0,near the community of Bridgeville,FALSE,Bridge Fire,,,Unknown,,,
333,1276,2014,Humboldt,2014-01-04,2014-01-08,Unknown,,40.884415,-123.773779,"South of Berry Summit, west of Willow Creek",FALSE,Red Fire,,,Unknown,,,
1952,3228,2014,Los Angeles,2014-01-16,2014-01-27,Unknown,,34.1703,-117.8816,"near Morris Reservoir, north of Glendora",FALSE,Colby Fire,,,Unknown,,,
120,3348,2014,Placer,2014-01-22,2014-01-22,Unknown,,0,0,"off South Brewer Road, west of Roseville",FALSE,Brewer Fire,,,Unknown,,,
106,3454,2014,Fresno,2014-01-25,2014-01-26,Unknown,,36.8266,-119.3415,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,FALSE,Lake Fire,,,Unknown,,,
125,3579,2014,San Diego,2014-03-08,2014-03-11,Unknown,,32.81,-116.49,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",FALSE,Gun Fire,,,Unknown,,,
350,3929,2014,Riverside,2014-03-15,2014-03-16,Unknown,,0,0,off Ave 66 and Pierce St in Thermal,FALSE,Pierce Fire,,,Unknown,,,
400,4329,2014,Monterey,2014-03-19,2014-03-21,Unknown,,36.6313,-121.4819,"Off Encinal Rd, 8 miles southeast of Salinas",TRUE,Encinal Fire,,,Unknown,,,
57,4386,2014,Riverside,2014-03-28,2014-03-29,Unknown,,33.5982,-116.1985,Off Ave 62 and Van Buren St in Thermal,FALSE,Van Buren Fire,,,Unknown,,,
113,4499,2014,Inyo,2014-04-19,2014-04-21,Unknown,,37.399,-118.352,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",TRUE,Bridges Fire,256,,Unknown,,,
2143,6642,2014,San Bernardino,2014-04-30,2014-05-05,Unknown,3,34.169346,-117.547374,North of Rancho Cucamonga,TRUE,Etiwanda Fire,583,1,0,,,8
75,6717,2014,Monterey,2014-04-30,2014-05-01,Unknown,,36.103,-121.117,"San Lucas & Jolon Rd, west of King City ",FALSE,San Lucas Fire,,,Unknown,,,
29,6746,2014,San Diego,2014-05-05,2014-05-06,Unknown,,32.665,-116.222,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",FALSE,Jacumba Fire,,,Unknown,,,
1548,8294,2014,San Diego,2014-05-13,2014-05-17,Unknown,3,33.003,-117.133,"off Nighthawk Lane, southwest of Rancho Bernardo",TRUE,Bernardo Fire,211,,Unknown,,50,
632,8926,2014,Santa Barbara,2014-05-13,2014-05-19,Unknown,,34.609,-120.454,Off Santa Miguelito Canyon Road in Lompoc,TRUE,Miguelito Fire,548,,Unknown,,1200,3
5367,14293,2014,San Diego,2014-05-14,2014-05-19,Unknown,,33.3529,-117.284889,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",TRUE,Tomahawk Fire,,,Unknown,,,
600,14893,2014,San Diego,2014-05-14,2014-05-17,Unknown,,33.1109,-117.279,off Poinsettia Ln & Alicante Rd in Carlsbad,FALSE,Poinsettia Fire,,,Unknown,,,
105,14998,2014,San Diego,2014-05-14,2014-05-19,Unknown,,0,0,"North River Road and College Blvd., Oceanside",FALSE,River Fire,,,Unknown,,,
380,15378,2014,San Diego,2014-05-14,2014-05-15,Unknown,,33.312,-117.162,off Old Hwy 395 and I-15 in the Deer Springs area ,TRUE,Highway Fire,,,Unknown,,,
50,15428,2014,Shasta,2014-05-14,2014-05-15,Unknown,,40.39,-122.721,Off Perla Rd & Fiddlers Rd in Igo,FALSE,Fiddler Fire,,,Unknown,,,
1995,17423,2014,San Diego,2014-05-14,2014-05-22,Unknown,3,33.1137,-117.1599,"Village Drive and Twin Oaks Road, San Marcos",TRUE,Cocos Fire,514,,40,,,2
56,17479,2014,San Diego,2014-05-14,2014-05-20,Unknown,,0,0,"Naval Weapons Station, Fallbrook",FALSE,Freeway Fire ,,,Unknown,,,
14416,31895,2014,San Diego,2014-05-15,2014-05-21,Unknown,,0,0,"Off Interstate 5 at Las Pulgas Rd, north of Oceanside",FALSE,Pulgas Fire,,,Unknown,,,
1457,33352,2014,San Diego,2014-05-16,2014-05-20,Unknown,,33.417572,-117.550567,in the Talega area of Marine Corps Base Camp Pendleton,FALSE,San Mateo Fire,,,Unknown,,,
175,33527,2014,Lake,2014-05-25,2014-05-26,Unknown,,39.1647,-122.5983,"Near Indian Valley Reservoir, East of Clearlake Oaks",FALSE,Indian Fire,,,Unknown,,,
677,34204,2014,Mariposa,2014-05-26,2014-06-02,Unknown,9,0,0,"Hunters Valley area, near the southeast shore of Lake McClure",TRUE,Hunters Fire,32,,3,,,
37,34241,2014,Stanislaus,2014-05-27,2014-05-29,Unknown,,0,0,Hwy 132 and Lake Rd near LaGrange,FALSE,Lake Fire,,,Unknown,,,
487,34728,2014,Tuolumne,2014-06-04,2014-06-05,Unknown,,37.76617,-120.45087,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",FALSE,59 Fire,,,Unknown,,,
14,34742,2014,Riverside,2014-06-04,2014-06-04,Unknown,,0,0,off Santa Rosa & Rancho California Road in Temecula ,FALSE,Santa Fire,,,Unknown,,,
269,35011,2014,Tuolumne,2014-06-05,2014-06-06,Unknown,,37.787,-120.452,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",FALSE,Hetch Hetchy Fire,,,Unknown,,,
90,35101,2014,Mariposa,2014-06-06,2014-06-08,Unknown,,0,0,off Hunters Valley Road near the southeast shore of Lake McClure. ,TRUE,Valley Fire,356,,Unknown,,40,
31,35132,2014,Riverside,2014-06-06,2014-06-07,Unknown,,0,0,in Bogart Park in Cherry Valley,TRUE,Bogart Fire,51,,Unknown,,,
40,35172,2014,Fresno,2014-06-09,2014-06-11,Unknown,4,36.991825,-119.525506,"near the 16,000 block of Highway 168 near Prather",TRUE,Morgan Fire,,,1,,,
130,35302,2014,Mariposa,2014-06-10,2014-06-13,Unknown,1,37.7103,-120.197,"Highway 49 and Haigh Rd., north of Coulterville",TRUE,Haigh Fire,10,,Unknown,,,4
25,35327,2014,Fresno,2014-06-11,2014-06-09,Unknown,,36.742747,-119.241493,near Hwy 180 & Hall Lane near Squaw Valley,FALSE,Hall Fire,,,Unknown,,,
70,35397,2014,Solano,2014-06-12,2014-06-13,Unknown,,121.999,38.453,"off Rolling Hills Lane, north of Vacaville ",FALSE,Norman Fire,,,Unknown,,,
225,35622,2014,Tehama,2014-06-13,2014-06-13,Unknown,,40.009827,-122.345078,"Rancho Tehama, southwest of Red Bluff",FALSE,Tehama Fire,,,Unknown,,,
3895,39517,2014,Kern,2014-06-13,2014-06-20,Unknown,,35.70683,-118.555527,3 Miles south of Shirley Meadows,FALSE,Shirley Fire,,,Unknown,,,
4840,44357,2014,Monterey,2014-06-19,2014-06-21,Unknown,,0,0,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",FALSE,Stoney Fire,,,Unknown,,,
120,44477,2014,Calaveras,2014-06-20,2014-06-21,Unknown,,120.679019,38.178241,"off George Reed Drive and Pool Station Road, San Andreas",FALSE,Reed Fire,,,Unknown,,,
85,44562,2014,Calaveras,2014-06-22,2014-06-24,Unknown,1,38.058,-120.66,"Oak Valley Road at Pool Station Road, south of San Andreas",TRUE,Oak Fire,,,1,,,
125,44687,2014,Santa Clara,2014-06-30,2014-07-01,Unknown,,0,0,Off Curie Drive south of San Jose,FALSE,Curie Fire,,,Unknown,,,
15,44702,2014,Trinity,2014-07-01,2014-07-03,Unknown,,40.41,-123.24,near the Trinity Pines community,FALSE,West Fire,,,Unknown,,,
4300,49002,2014,Napa,2014-07-01,2014-07-09,Unknown,4,38.664,-122.454,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",TRUE,Butts Fire,0,,9,,,
4300,53302,2014,Lake,2014-07-01,2014-07-09,Unknown,4,38.664,-122.454,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",TRUE,Butts Fire,0,,9,,,
70,53372,2014,Kern,2014-07-01,2014-07-06,Unknown,,0,0,Southwest of Greenhorn Summit,FALSE,Ranch Fire,,,Unknown,,,
1651,55023,2014,Modoc,2014-07-01,2014-07-03,Unknown,,41.89,-120.79,15 fires across the Modoc National Forest,FALSE,Modoc Lightning Complex,,,Unknown,,,
217,55240,2014,San Diego,2014-07-03,2014-07-06,Unknown,4,33.078948,-116.576454,"Banner Grade, east of Julian",TRUE,Banner Fire,91,,3,,,
1469,56709,2014,Modoc,2014-07-03,2014-07-07,Unknown,,41.489,-120.904,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",TRUE,Gulch Fire,427,,Unknown,,,4
6488,63197,2014,Yolo,2014-07-04,2014-07-12,Unknown,5,38.512,-122.104,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",TRUE,Monticello Fire,87,,Unknown,,,
75,63272,2014,Shasta,2014-07-05,2014-07-08,Unknown,,40.5719,-121.3415,"Off Cassel Road at Thrush Road, in Cassel",TRUE,Cassel Fire,108,,Unknown,,,2
47,63319,2014,San Luis Obispo,2014-07-07,2014-07-08,Unknown,,35.8218,-121.0226,along Interlake Road between Monterey & San Luis Obispo County,FALSE,Interlake Fire,,,Unknown,,,
38,63357,2014,Nevada,2014-07-07,2014-07-08,Unknown,,39.1871,-121.2687,on Hutto Rd & Keller Rd in Smartsville,FALSE,Hutto Fire,,,Unknown,,,
143,63500,2014,Shasta,2014-07-09,2014-07-10,Unknown,,40.6569,-122.2215,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",FALSE,Dry Fire,,,Unknown,,,
30,63530,2014,El Dorado,2014-07-09,2014-07-09,Unknown,,38.608336,-120.703238,"off Mt Aukum Rd, Somerset ",FALSE,Bible Fire,,,Unknown,,,
1680,65210,2014,Kern,2014-07-11,2014-07-21,Unknown,,35.642,-118.15,Kelso Valley/Onyx area,FALSE,Nicolls Fire ,,,Unknown,,,
12661,77871,2014,Shasta,2014-07-11,2014-07-26,Unknown,21,40.4314,-122.750788,"Plantina Road at Bland Road, Igo",TRUE,Bully Fire,,,20,,0,
80,77951,2014,Contra Costa,2014-07-11,2014-07-12,Unknown,,37.5359,-121.5118,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",TRUE,Marsh Fire,,,Unknown,,,
72,78023,2014,Butte,2014-07-14,2014-07-16,Unknown,,39.4664,-121.6129,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",FALSE,Wildlife Fire,,,Unknown,,,
1080,79103,2014,Mariposa,2014-07-17,2014-08-20,Unknown,,0,0,near the Yosemite Creek Campground.,FALSE,Dark Hole Fire,,,Unknown,,,
14,79117,2014,Placer,2014-07-21,2014-07-22,Unknown,,0,0,Iowa Hill Road south of Colfax,FALSE,Iowa Fire,,,Unknown,,,
78,79195,2014,Riverside,2014-07-23,2014-07-24,Unknown,,0,0,Sabina Road and Ballinger Road in the community of Aguanga,FALSE,Sabina Fire,,,Unknown,,,
300,79495,2014,Merced,2014-07-24,2014-07-25,Unknown,,0,0,"Gun Club Rd. at the Santa Fe Canal, Gustine",FALSE,Gun Club Fire,,,Unknown,,,
4240,83735,2014,Amador,2014-07-25,2014-08-02,Unknown,2,38.5691,-120.7819,"East of Highway 49, 5 miles north of Plymouth",TRUE,Sand Fire,40,,67,,,1
4689,88424,2014,Mariposa,2014-07-26,2014-08-10,Unknown,,0,0,Near Highway 140 and community of El Portal,FALSE,El Portal Fire,,,Unknown,,,
13838,102262,2014,Madera,2014-07-28,2014-07-28,Unknown,,0,0,"Rock Creek Drainage, south of Mammoth Pool Reservoir",FALSE,French Fire,,,Unknown,,,
389,102651,2014,Butte,2014-07-28,2014-08-01,Unknown,4,0,0,Web Hollow & Big Chico Creek near Forest Ranch,TRUE,Web Fire,835,,Unknown,,,13
30,102681,2014,Siskiyou,2014-07-29,2014-08-02,Unknown,,0,0,Throughout Siskiyou County,TRUE,Siskiyou County Lightning Fires,,,Unknown,,,
32496,135177,2014,Siskiyou,2014-07-30,2014-09-02,Unknown,,0,0,"north of Highway 96, off of Beaver Creek Road",FALSE,Beaver Fire,,,Unknown,,,
12536,147713,2014,Mendocino,2014-07-30,2014-09-09,Unknown,15,0,0,Wilderness Lodge and Eel River Canyon area,TRUE,Lodge Lightning Complex,,,Unknown,,,
13153,160866,2014,Modoc,2014-07-30,2014-08-13,Unknown,7,41.1336,-121.2144,North of the community of Day,TRUE,Day Fire,297,,6,,,4
39736,200602,2014,Shasta,2014-07-30,2014-08-15,Unknown,,40.901,-121.368,8 miles southeast of Fall River Mills,FALSE,Bald Fire,,,Unknown,,,
6258,206860,2014,Shasta,2014-07-30,2014-11-14,Unknown,,41.141,-122.805,East Fork of the Coffee Creek Drainage,FALSE,Coffee Fire,,,Unknown,,,
35302,242162,2014,Siskiyou,2014-07-30,2014-08-18,Unknown,,42.048,-122.345,"Community of Copco, South of Oregon Border",FALSE,Oregon Gulch Fire (part of the Beaver Complex),,,Unknown,,,
5503,247665,2014,Siskiyou,2014-07-31,2014-08-18,Unknown,,41.682,-122.127,near Little Deer Mountain along Highway 97,FALSE,Little Deer Fire,,,Unknown,,,
32416,280081,2014,Shasta,2014-07-31,2014-08-25,Unknown,11,40.72,-121.562,12 miles southeast of Burney near Old Station,TRUE,Eiler Fire,78,,21,,,4
37,280118,2014,Humboldt,2014-08-01,2014-08-02,Unknown,,0,0,on Hwy 36 at McClellan Mountain Rd in Dinsmore,FALSE,McClellan Fire,,,Unknown,,,
50042,330160,2014,Siskiyou,2014-08-02,2014-08-06,Unknown,,0,0,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,FALSE,July Complex,,,Unknown,,,
0,330160,2014,Siskiyou,2014-08-11,2014-08-14,Unknown,,41.796,-123.374,in the Happy Camp area,FALSE,Happy Camp Complex,,,Unknown,,,
101,330261,2014,Modoc,2014-08-12,2014-08-13,Unknown,,41.507,-121.266,"Northeast of Mud Springs, 9 miles South of Tionesta",FALSE,Little Fire,,,Unknown,,,
190,330451,2014,Los Angeles,2014-08-14,2014-12-12,Unknown,,34.235,-117.771,"upper end of East Fork San Gabriel River, North of Glendora",FALSE,Shoemaker Fire,,,Unknown,,,
4772,335223,2014,Mariposa,2014-08-16,2014-12-12,Unknown,,0,0,East of Little Yosemite Valley,FALSE,Meadow Fire,,,Unknown,,,
20,335243,2014,San Diego,2014-08-16,2014-08-17,Unknown,,32.59154,-116.89516,on Kuebler Ranch near Otay Mountain,FALSE,Border Fire,,,Unknown,,,
274,335517,2014,Los Angeles,2014-08-17,2014-12-12,Unknown,,34.267,-117.867,"18 miles north of Glendora, off Highway 39 and mile marker 28.",FALSE,Tecolote Fire,,,Unknown,,,
84,335601,2014,Nevada,2014-08-18,2014-08-19,Unknown,,39.3918,-120.0805,"off Interstate 80 at Hirschdale, east of Truckee ",FALSE,Boca Fire,,,Unknown,,,
612,336213,2014,Madera,2014-08-18,2014-08-25,Unknown,3,37.3433,-119.6581,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",TRUE,Junction Fire,188,,47,,,3
4045,340258,2014,Kern,2014-08-18,2014-08-27,Unknown,,35.7206,-118.4747,"north side of Hwy 155, northwest of Wofford Heights",FALSE,Way Fire,,,Unknown,,,
6,340264,2014,Napa,2014-08-24,2014-08-31,Unknown,,0,0,City and County of Napa,FALSE,South Napa Earthquake,,,Unknown,,,
580,340844,2014,Trinity,2014-08-24,2014-08-28,Unknown,2,40.7412,-122.946,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",TRUE,Oregon Fire,46,,1,,,
10,340854,2014,Madera,2014-08-26,2014-12-12,Unknown,,37,18.4,Malum Ridge Road near Bass Lake,FALSE,Pines Fire,,,Unknown,,,
80,340934,2014,Santa Clara,2014-08-28,2014-08-31,Unknown,,0,0,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",FALSE,Casa Fire,,,Unknown,,,
25,340959,2014,Shasta,2014-08-29,2014-08-29,Unknown,,40,29.24,"Hyrax Road at Dersch Road, east of Redding",FALSE,Leopard Fire,,,Unknown,,,
100,341059,2014,Riverside,2014-09-01,2014-09-01,Unknown,,0,0,I-15 at Temescal Canyon Rd in Alberhill,FALSE,Interstate Fire,,,Unknown,,,
100,341159,2014,Lake,2014-09-03,2014-09-05,Unknown,,0,0,"off Hwy 20 & Saratoga Road, west of Upper Lake",FALSE,Saratoga Fire,,,Unknown,,,
70,341229,2014,Tuolumne,2014-09-04,2014-09-05,Unknown,,37.8316,-120.3434,Hwy 49 & Jacksonville Rd near the community of Moccasin,FALSE,Jackson Fire,,,Unknown,,,
300,341529,2014,Mariposa,2014-09-05,2014-09-12,Unknown,3,0,0,"Highway 49 at Harris Road, 10 miles east of Mariposa",TRUE,Bridge Fire,,,Unknown,,,
79,341608,2014,Mariposa,2014-09-07,2014-09-09,Unknown,,0,0,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",FALSE,Montgomery Fire,,,Unknown,,,
1375,342983,2014,Shasta,2014-09-10,2014-09-16,Unknown,4,40.7101,-122.171,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",TRUE,Gulch Fire,169,,4,,,2
27,343010,2014,Napa,2014-09-11,2014-09-15,Unknown,,38.695961,-122.384054,"Berryessa Estates, North of Lake Berryessa",FALSE,Stage Coach Fire,,,Unknown,,,
968,343978,2014,Orange,2014-09-12,2014-09-22,Unknown,,33.748,-117.601,off of Silverado Canyon Road south of Corona,FALSE,Silverado Fire,,,Unknown,,,
210,344188,2014,Humboldt,2014-09-12,2014-09-15,Unknown,,41.134,-123.753,1 mile northwest of Hoopa,FALSE,Bald Hill 3 Fire,,,Unknown,,,
247,344435,2014,Nevada,2014-09-13,2014-09-18,Unknown,,39.113682,-120.999508,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,TRUE,Dog Bar Fire,53,,Unknown,,,1
403,344838,2014,Mendocino,2014-09-13,2014-09-17,Unknown,3,0,0,"Black Bart Trail, North of Lake Mendocino",TRUE,Black Fire,15,,11,,,
97717,442555,2014,El Dorado,2014-09-13,2014-10-09,0,12,38.805437,-120.629714,Near Pollock Pines,TRUE,King Fire,,,80,,,
94,442649,2014,El Dorado,2014-09-14,2014-09-17,Unknown,,38.59,-120.028,Mokelumne Wilderness,FALSE,Irene Fire,,,Unknown,,,
320,442969,2014,Madera,2014-09-14,2014-09-22,Unknown,4,37.311915,-119.604124,"Courtney Lane and 7 Hills Rd, Oakhurst",TRUE,Courtney Fire,90,2,69,,,1
516,443485,2014,Siskiyou,2014-09-15,2014-10-11,Unknown,1,41.42384,-122.37432,City of Weed,TRUE,Boles Fire,453,7,165,,1100,
65,443550,2014,Inyo,2014-09-16,2014-09-21,Unknown,,0,0,at the base of June Mountain,FALSE,June Fire,,,Unknown,,,
62,443612,2014,Mendocino,2014-09-21,2014-09-22,Unknown,,0,0,"off Nelson Ranch Rd, 9 mile south of Ukiah",TRUE,Nelson Fire,42,,Unknown,,,
20,443632,2014,El Dorado,2014-09-25,2014-09-25,Unknown,,38.9195001,-120.1140659,"Desolation Wilderness, 8 miles west of South Lake Tahoe",FALSE,Cascade Fire,,,Unknown,,,
25,443657,2014,Ventura,2014-09-29,2014-09-30,Unknown,,0,0,off Foothill Rd near Ventura ,FALSE,Foothill Fire ,,,Unknown,,,
311,443968,2014,Mariposa,2014-10-07,2014-10-12,Unknown,,37,40.34,"Hwy 140 at Indian Creek, El Portal Community",FALSE,Dog Rock Fire,,,Unknown,,,
459,444427,2014,Placer,2014-10-08,2014-10-15,Unknown,2,0,0,on the eastside of Interstate 80 in the Applegate area,TRUE,Applegate Fire,,,10,,,
48,444475,2014,San Bernardino,2014-10-16,2014-10-17,Unknown,,33.93869,-117.70643,in Chino Hills State Park near the Bane Canyon entrance,FALSE,Bane Fire,,,Unknown,,,
0,444475,2014,,2014-12-31T59:59:59Z,2014-12-31T59:59:59Z,0,,,,,,,,,Unknown,,,
0,0,2015,,2015-01-01,2015-01-01,0,,,,,,,,,Unknown,,,
7000,7000,2015,Mono,2015-02-06,2015-02-12,Unknown,4,0,0,Westside of Highway 395 at the Sherwin Grade,TRUE,Round Fire,100,5,40,,,
509,7509,2015,Mono,2015-02-06,2015-02-20,Unknown,,0,0,"Point Ranch, South of Bridgeport",FALSE,Van Dyke Fire,,,Unknown,,,
200,7709,2015,Siskiyou,2015-02-24,2015-03-02,Unknown,,41.485,-121.851,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",FALSE,Stephens Fire,,,Unknown,,,
137,7846,2015,Plumas,2015-04-13,2015-04-18,Unknown,,40.05083333,-120.7016667,East of Taylorsville,FALSE,Ward Fire,,,Unknown,,,
1049,8895,2015,Riverside,2015-04-18,2015-04-24,Unknown,,33.884313,-117.642759,at Hwy 71/Hwy 91 near the Prado Basin,TRUE,Highway Fire,54,,Unknown,,,
275,9170,2015,Merced,2015-05-11,2015-05-11,Unknown,,37.08312,-121.06963,off Hwy 152 near the OÃ¢â‚¬â„¢Neill Forebay ,FALSE,Forebay Fire,,,Unknown,,,
242,9412,2015,Alameda,2015-05-28,2015-05-28,Unknown,,0,0,Christensen Rd and Burns Rd in the Altamont Pass area,FALSE,Christensen Fire,,,Unknown,,,
80,9492,2015,Riverside,2015-06-01,2015-06-05,Unknown,,0,0,Avenue 66 and Harrison Street near Thermal  ,FALSE,Harrison Fire,,,Unknown,,,
25,9517,2015,Riverside,2015-06-05,2015-06-05,Unknown,,0,0,"Snow Creek Road, south of Highway 111",FALSE,Snow Fire,,,Unknown,,,
45,9562,2015,Fresno,2015-06-05,2015-06-06,Unknown,,0,0,near Auberry,FALSE,FKU Lightning Fires,,,Unknown,,,
25,9587,2015,Lake,2015-06-05,2015-06-06,Unknown,,0,0,Hwy 20 near Lake County- Colusa County Line,FALSE,Oasis Fire,,,Unknown,,,
300,9887,2015,Alameda,2015-06-05,2015-06-06,Unknown,,0,0,near Corral Hollow Road and the Alameda-San Joaquin county line.,FALSE,Site Fire,,,Unknown,,,
25,9912,2015,Mariposa,2015-06-07,2015-06-09,Unknown,,0,0,"Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar",TRUE,Fox Fire,60,,Unknown,,,1
110,10022,2015,Placer,2015-06-08,2015-06-08,Unknown,,0,0,"Riosa Rd & Thousand Oaks Dr, north of Lincoln",TRUE,Riosa Fire,,,Unknown,,,
36,10058,2015,Napa,2015-06-09,2015-06-10,Unknown,,0,0,off Pope Valley Road & Howell Mountain Road in Pope Valley ,TRUE,Garage Fire,103,,Unknown,,,2
20,10078,2015,Humboldt,2015-06-10,2015-06-11,Unknown,,41.1513,-123.8292,"off Bald Hills Rd, 15 miles east of Hwy 101 & Orick ",TRUE,Bald Fire,195,,Unknown,,,5
1542,11620,2015,Trinity,2015-06-10,2015-06-29,Unknown,,40.924,-123.168,4 miles northwest of Hyampom,FALSE,Saddle Fire ,,,Unknown,,,
67,11687,2015,Kern,2015-06-15,2015-06-15,Unknown,,35.77937,-120.19482,Off of Hwy 41 near Cottonwood Pass,FALSE,Pass Fire,,,Unknown,,,
38,11725,2015,Napa,2015-06-16,2015-06-17,Unknown,,38.5287,-122.3415,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",TRUE,Chiles Fire,120,,Unknown,,,4
60,11785,2015,Amador,2015-06-16,2015-06-17,Unknown,,38.260777,-121.135426,"Dry Creek and E Prouty Rd, west of Herald",FALSE,North Fire,,,Unknown,,,
